Advisor,Author,Date,Abstract,URL,Discipline,Keywords,Title,Type
N/A,"Crenshaw, John",2018-08-25T01:58:10.000,N/A,https://dr.lib.iastate.edu/handle/20.500.12876/77073,Computer Sciences,"Least squares,Error analysis (Mathematics),Computer science",Starting approximations for rational fraction least-squares fitting,dissertation
Jack H. Lutz,"Summers, Scott",2018-08-23T12:05:20.000,N/A,https://dr.lib.iastate.edu/handle/20.500.12876/68380,Computer Sciences,Computer science,Strict self-assembly of discrete Sierpinski triangles,thesis
Jin Tian,"Chen, Yetian",2018-08-11T13:47:17.000,"<p>Bayesian networks are a class of probabilistic graphical models that have been widely used in various tasks for probabilistic inference and causal modeling. A Bayesian network provides a compact, flexible, and interpretable representation of a joint probability distribution. When the network structure is unknown but there are observational data at hand, one can try to learn the network structure from the data. This is called structure discovery.</p>
<p>Structure discovery in Bayesian networks is a host of several interesting problem variants. In the optimal Bayesian network learning problem (we call this structure learning), one aims to find a Bayesian network that best explains the data and then utilizes this optimal Bayesian network for predictions or inferences. In others, we are interested in finding the local structural features that are highly probable (we call this structure discovery). Both structure learning and structure discovery are considered very hard because existing approaches to these problems require highly intensive computations.</p>
<p>In this dissertation, we develop algorithms to achieve more accurate, efficient and scalable structure discovery in Bayesian networks and demonstrate these algorithms in applications of systems biology and educational data mining. Specifically, this study is conducted in five directions.</p>
<p>First of all, we propose a novel heuristic algorithm for Bayesian network structure learning that takes advantage of the idea of curriculum learning and learns Bayesian network structures by stages. We prove theoretical advantages of our algorithm and also empirically show that it outperforms the state-of-the-art heuristic approach in learning Bayesian network structures.</p>
<p>Secondly, we develop an algorithm to efficiently enumerate the k-best equivalence classes of Bayesian networks where Bayesian networks in the same equivalence class are equally expressive in terms of representing probability distributions. We demonstrate our algorithm in the task of Bayesian model averaging. Our approach goes beyond the maximum-a-posteriori (MAP) model by listing the most likely network structures and their relative likelihood and therefore has important applications in causal structure discovery.</p>
<p>Thirdly, we study how parallelism can be used to tackle the exponential time and space complexity in the exact Bayesian structure discovery. We consider the problem of computing the exact posterior probabilities of directed edges in Bayesian networks. We present a parallel algorithm capable of computing the exact posterior probabilities of all possible directed edges with optimal parallel space efficiency and nearly optimal parallel time efficiency. We apply our algorithm to a biological data set for discovering the yeast pheromone response pathways.</p>
<p>Fourthly, we develop novel algorithms for computing the exact posterior probabilities of ancestor relations in Bayesian networks. Existing algorithm assumes an order-modular prior over Bayesian networks that does not respect Markov equivalence. Our algorithm allows uniform prior and respects the Markov equivalence. We apply our algorithm to a biological data set for discovering protein signaling pathways.</p>
<p>Finally, we introduce Combined student Modeling and prerequisite Discovery (COMMAND), a novel algorithm for jointly inferring a prerequisite graph and a student model from student performance data. COMMAND learns the skill prerequisite relations as a Bayesian network, which is capable of modeling the global prerequisite structure and capturing the conditional independence between skills. Our experiments on simulations and real student data suggest that COMMAND is better than prior methods in the literature. COMMAND is useful for designing intelligent tutoring systems that assess student knowledge or that offer remediation interventions to students.</p>",https://dr.lib.iastate.edu/handle/20.500.12876/29861,"Artificial Intelligence and Robotics,Computer Sciences","Bayesian networks,parallel algorithms,prerequisite graphs,probabilistic graphical models,structure discovery,student modeling",Structure Discovery in Bayesian Networks: Algorithms and Applications,dissertation
"Jin Tian,Huaiqing Wu","He, Ru",2018-08-11T19:10:28.000,"<p>Statistical learning refers to a set of methodologies for modeling and understanding data. In this thesis we will present our work for two research problems in statistical learning.</p>
<p>The first research problem is learning Bayesian network structures from data. We will present three different approaches for this learning problem. The first approach is to propose a dynamic programming algorithm that can compute the exact posterior probability of any modular feature of a Bayesian network with any general structure prior. The second approach is to develop a dynamic programming algorithm for obtaining the k best Bayesian network structures and then use these k best network structures to compute the posterior probabilities of hypotheses of interest based on Bayesian model averaging. The third approach is to develop new algorithms to efficiently sample Bayesian network structures according to the exact structure posterior and then use these sampled structures to construct estimators for the posterior of any feature. These three approaches all use dynamic programming techniques to learn Bayesian network structures from data.</p>
<p>The second research problem is session identification and analysis for the domain of people search within a professional social network. We will present our work for this research problem based on the data from LinkedIn social network. Two important refinements are proposed to address the drawbacks of the content-based method, one of two main session identification methods commonly used in real applications. We describe the underlying rationale of our refinements and then empirically show that the content-based method equipped with our refinements is able to achieve an excellent identification performance in the domain. Finally, based on our refined content-based session identification method, the corresponding session analysis is performed and the profession-oriented nature of the domain is illustrated.</p>",https://dr.lib.iastate.edu/handle/20.500.12876/28006,"Artificial Intelligence and Robotics,Computer Sciences","Bayesian networks,Session analysis,Structure learning",Structure learning in Bayesian networks and session analysis of people search within a professional social network,dissertation
Wensheng Zhang,"Lu, Xuejia",2020-01-02T18:32:14.000,"<p>VANET is an emerging mobile ad hoc network paradigm that facilitates vehicle-to-vehicle and vehicle-to-infrastructure communication. The most important application of the VANET is for driving safety. Road condition-awareness is critical for driving safety. Existing VANET-based systems usually assume drivers detect and report safety related road conditions, which however may be untrue because, drivers may not be willing to perform these duties, or such duties may distract drivers and thus make driving even unsafe. Therefore, automatic detection without human intervention is desired. As the first contribution of this thesis work, an automatic road condition detection system has been designed based on the idea of collecting and analysing the footprints of vehicles to infer anomaly. It has also been studied how to utilize inexpensive roadside devices, such as sensors, to facilitate the information collection and analysis, especially in the absence of connectivity between vehicles.</p>
<p>Due to the difficulty of conducting large-scale experiments on real roads, simulation plays an important role in VANET research. To make simulation close to the reality, it is desired to include detailed and realistic simulation of vehicle behaviour under various road conditions, and this is especially needed for studies targeted at driving safety. In the past, however, the simulation of vehicle behaviours are often overly simplified and implemented as a trivial extension of the network simulator. As a second contribution of this thesis work, a detailed and realistic simulator of vehicle behaviour has been developed based on the car-following and lane-changing models.</p>
<p>As the simulation of vehicle behaviour and that of communication behaviour are different tasks, they should be implemented separately for better modularity and meanwhile they should be seamlessly integrable. As another contribution of this thesis work, the online and seamless integration of vehicle behaviour simulator and network simulator has been studied. Specifically, a set of APIs has been designed and implemented atop the vehicular behaviour simulator to facilitate its integration with network simulator. Being a concrete example, the integration of ns2 and SUMO, an open-source vehicular behaviour simulator, has been implemented, and applied to simulate an electric vehicular network.</p>",https://dr.lib.iastate.edu/handle/20.500.12876/24533,Computer Sciences,"Integration,Safety,Vehicular Network,Vehicular Simulator",Study on vehicular network application and simulation,thesis
"Aduri, Pavan,Basu, Samik,Liu, Jia,Li, Qi,Dorius, Shawn","Fu, Xiaoyun",N/A,"Diffusion of information in social networks has been the focus of intense research in recent past decades due to its significant impact in shaping public discourse through group/individual influence. Existing research primarily models influence as a binary property of entities: influenced or not influenced. While this is a useful abstraction, it discards the notion of degree of influence, i.e., certain individuals may be influenced ``more'' than others. We introduce the notion of \emph{attitude}, which, as described in social psychology, is the degree by which an entity is influenced by the information. Intuitively, attitude captures the number of distinct neighbors of an entity influencing the latter.

We present an information diffusion model (Attitude-IC model) that quantifies the degree of influence, i.e., the attitude of individuals, in a social network.  With this model, we formulate and study the attitude maximization problem.  We prove that the function for computing attitude is monotonic and sub-modular, and the attitude maximization problem is NP-Hard. We present a greedy algorithm for maximization with an approximation guarantee of $(1-1/e)$. In the context of the Attitude-IC model, we study two other problems with the aim of investigating the scenarios where attaining individuals with high attitudes is objectively more important than maximizing the attitude of the entire network. In the first problem, we introduce the notion of \emph{actionable attitude}; intuitively, individuals with actionable attitude are likely to ``act'' on their attained attitude.  We show that the function for computing actionable attitude, unlike that for computing attitude, is non-submodular and however is \emph{approximately submodular}. We present an approximation algorithm for maximizing actionable attitude in a network. In the second problem, we consider identifying the number of individuals in the network with attitudes above a certain value, a threshold. In this context, the function for computing the number of individuals with attitude above a given threshold induced by a seed set is \emph{neither submodular nor supermodular}. We present heuristics for realizing the solution to the problem. We experimentally evaluate our algorithms and study empirical properties of the attitude of nodes in networks, such as spatial and value distribution of high attitude nodes.

While attitude maximization introduces new aspects and insight into the basic information diffusion models, it still focuses on maximizing the “influence” measure of the seed set over the \emph{whole} network without differentiating the individuals by their affiliation to different groups. To take this into account, we study the {\em Group Influence Maximization Problem} which seeks to influence each group in the network \emph{fairly}. We then generalize this problem to the {\em Multi-objective Optimization Problem with Cardinality Constraint in the context of $\delta$-approximate Oracles} and show that it is possible to ensure a $(1-1/e)^2 - 3\delta$ approximation guarantee. As the group influence maximization in online social networks is an instance of this optimization problem with cardinality constraint and $\delta$-oracles, we apply the results to it. We develop a prototype implementation of our solution strategy for the group influence maximization problem on networks of different sizes and experimentally justify the effectiveness and scalability of our strategy. 

To further explore fairness in influence over social networks, we study the {\em Representative Submodular Maximization Problem}, where the objective is to select a \emph{fair} portion of seed nodes from each group of the network to maximally propagate the information to the whole network. A natural greedy algorithm for this problem has an approximation ratio of $\frac{1}{2}$ (for any $k$). We show that the natural greedy algorithm's approximation ratio can not be improved, and we design a new approximation algorithm for this problem with improved approximation ratios. When $k=2$, our algorithm achieves an approximation ratio of $\frac{2}{3}$, for $k= 3$ the approximation ratio is $\frac{3}{5}$. For general $k\leq n/2$, the approximation ratio is $\frac{k}{2k-1}$. Our algorithm makes $O(kn)$ calls to the submodular function $f$, which is asymptotically the same as the natural greedy algorithm. We experimentally validate our algorithm, and extend the results to the more general {\em Submodular Maximization Problem under Partition Matroid Constraint}.",https://dr.lib.iastate.edu/handle/20.500.12876/kv7kJBpv,Computer science,"multiple objectives,partition matroid,social influence maximization,submodular optimization",Submodular optimization problems in the context of social influence,dissertation
N/A,"Chen, Duhong",2020-08-05T18:36:49.000,N/A,https://dr.lib.iastate.edu/handle/20.500.12876/97293,,,Supertree construction by matrix representation with flip,thesis
"Fernandez-Baca, David,Aduri, Pavan,Eulenstein, Oliver,Huang, Xiaoqiu,Martin, Ryan","Liu, Lei",N/A,"Supertree construction problems synthesize source phylogenetic trees with overlapping taxon sets into one single supertree that contains all information from the source trees. Naturally, there exist conflicts or data shortages among the source trees. These obstacles make it difficult for a method to construct a high quality supertree efficiently.

Two supertree construction problems are studied first, namely compatibility testing problem and agreement testing problem. The compatibility testing algorithm takes as an input a profile $\P = \{\T_1, \T_2, \dots, \T_k\}$, and it targets at finding a tree $\T$ which takes the union of the taxon sets of the source trees, and each source tree $\T_i$ can be obtained from restriction of $\T$ to taxon set of $\T_i$ through proper edge contractions. We conducted an empirical experimental studies with the state-of-the-art compatibility testing algorithm and demonstrated that the algorithm was quite efficient with the support of auxiliary display graphs and dynamic graph connectivity data structure.

The agreement testing algorithm adds more requirements to compatibility testing problem. Given a profile $\P = \{\T_1, \T_2, \dots, \T_k\}$, the agreement testing problem asks whether an agreement tree $\T$ exists, such that the taxon sets of the agreement tree $\T$ is the union of taxon sets of the source trees such that the restriction of $\T$ to the taxon set of $\T_i$ is isomorphic to $\T_i$. We propose the first agreement testing algorithm that solved the agreement testing problem of profiles containing internal labels. Our algorithm runs in  $\Oh(n k (\sum_{i \in [k]} d_i + \log^2(nk)))$ time, where $n$ is the total number of distinct taxa in \P, $k$ is the number of trees in \P, and $d_i$ is the maximum number of children of a node in $\T_i$.

In practice, profiles that are compatible or agree are rare, and neither compatibility testing algorithms nor agreement testing algorithms can return supertrees. Based on our previous studies, we propose a new divide-and-conquer algorithm that can build up supertrees in $\mathcal{O}(kn^3\log^2(nk))$ time, where $n$ is the total number of taxa and $k$ is the total number of source trees. In order to improve the quality of the constructed supertrees, we also proposed several heuristics to achieve the goals. Our empirical experimental studies show that our method is competitive with other methods on a wide range of datasets, and indeed outperforms other methods on most of the real biological datasets we tested.",https://dr.lib.iastate.edu/handle/20.500.12876/3wxaNOxv,Computer science,"Agreement,Compatibility,Dynamic Graph Connectivity,Graph Algorithms,Phylogenetic tree,Supertree Construction",Supertree construction with display graphs and dynamic graph connectivity,dissertation
"Lu Ruan,Wensheng Zhang","Feng, Taiming",2018-08-11T17:24:39.000,"<p>Network survivability, reflecting the ability of a network to maintain an acceptable level of service during and after failures, is an important requirement for WDM optical networks due to the ultra-high capacity. The most common network failure is the link failure which could cause enormous data loss and lots of service disruption to Internet users. Although single-link failures are the most common failure scenarios, double-link failures can occur in some cases and cause more severe problem. Compared to unicast sessions, multicast sessions suffer more seriously from link failures because a link may carry traffic to multiple destinations rather than to a single destination. Hence, multicast sessions demand more effective and efficient protection against link failures. With the increasing demand for access bandwidth, the access networks draw more attention. The hybrid wireless-optical broadband-access network (WOBAN) is a promising architecture for future access networks because it combines the high capacity of optical communication and the flexibility and cost-effectiveness of a wireless network.</p>
<p>First, we consider the problem of protecting unicast connections against double link failures. The basic idea is to use two p-Cycles, with link-disjoint protection segments, to protect each working link. To utilize spare capacity more efficiently, we also propose a new hybrid protection/restoration scheme to handle two-link failures. Our scheme uses protection to ensure that most of the affected demands can be restored using the pre-planned backup paths upon a two-link failure. For the demands not restorable with protection, we use dynamic restoration to find new backup paths for them.</p>
<p>Second, we propose protection schemes for multicast sessions under one link failure. An intelligent p-Cycle (IpC) scheme is presented to provide p-Cycle protection for dynamic multicast sessions. When a multicast request arrives, a multicast tree is computed for it and then the IpC scheme is used to compute a set of high efficient p-Cycles on-demand to protect each link on the multicast tree. Then we propose a p-cycle-based path protection scheme and a PXT-based path protection scheme to provide protection for dynamic multicast sessions. Basically, to protect a multicast tree, we compute one p-Cycle and one PXT for each destination node v such that the p-Cycle and the PXT can be used to restore the traffic to v when a link failure occurs on the path from the source node to v.</p>
<p>Finally, we propose a new protection scheme for the hybrid wireless-optical broadband-access network(WOBAN). The scheme is cost-effective in that it does not require the PONs to have self-protecting capability. Based on the proposed protection scheme, we define the maximum protection with minimum cost(MPMC) problem and present one ILP solution approach to the MPMC problem. Then we prove the MPMC problem is NP-Hard and provide one heuristic algorithm for the MPMC problem.</p>",https://dr.lib.iastate.edu/handle/20.500.12876/25904,Computer Sciences,"Access Networks,Backbone Networks,Optical,Survivability",Survivability schemes for optical backbone and access networks,dissertation
Lu Ruan,"Xiao, Nan",2018-08-11T10:12:59.000,"<p>Compared with traditional WDM network, OFDM-based flexible optical networks are able to provide better spectral efficiency due to its flexible allocation of requests on finer granularity subcarriers. Survivability is a crucial issue in OFDM-based networks, although little work has been done in this topic. In this thesis, a survivable multipath provisioning scheme is presented, which provides flexible protection levels to individual demands in OFDM-based flexible optical networks. We also define the static Survivable Multipath Routing and Spectrum Allocation (SM-RSA) problem which aims to accommodate a given set of demands with minimum spectral utilization. We show that the static SM-RSA problem is NP-hard and provide ILP formulation for it. Also, an efficient heuristic algorithm is given to solve the problem. Our simulation results of both ILP solution and heuristic method show that the proposed multipath provisioning scheme achieves better spectral efficiency than the traditional single path provisioning scheme.</p>",https://dr.lib.iastate.edu/handle/20.500.12876/27115,Computer Sciences,"Flexible optical networks,Multipath Provisioning,OFDM",Survivable multipath provisioning in OFDM-based exible optical networks,thesis
"Jin Tian,Wei Le","Agrawal, Shubham",2018-08-11T08:28:43.000,"<p>Compiler error messages facilitate software development and debugging by providing cause and location of the error but due to various compiler bugs and inconsistencies it often fails its purpose and negatively affect performance of both novice and experienced programmers. An errant semicolon or brace can result in many errors reported throughout the program. This study tries to statistically analyze open source code base to predict real errors from different type of compiler error messages. It also tries to auto-fix these errors.</p>
<p>At the high level, this study handles two cases (1) when one error is present in code, (2) when two different errors are present in the code. We start with collecting different type of random error messages for both the cases by random error generation in C projects. We developed different models using document clustering, probabilistic topic modeling and multi-label classification algorithms for training and predicting real errors using collected error messages for both the cases.</p>
<p>Our empirical evaluation on open-source projects has shown that our model correctly predicts the real error in almost 95% cases, when only one error exists in program. In case of two errors, model correctly predicts at least one error in almost 91% cases and both the errors in almost 39% cases.</p>",https://dr.lib.iastate.edu/handle/20.500.12876/29836,Computer Sciences,,Syntax errors identification from compiler error messages using ML techniques,thesis
N/A,"Dowling, Wayne",2018-08-15T16:09:27.000,N/A,https://dr.lib.iastate.edu/handle/20.500.12876/78610,Graphics and Human Computer Interfaces,"Computer Science,Computer Graphics",TAG: A Terminal for Animated Graphics. Its design and simulation,dissertation
"Zarecor, Kimberly,Canniffe, Bernard,Evans, Peter,Gilbert, Stephen,Leuth, Patience","Polito, Francesca",N/A,"Technology and innovation are reshaping our societies and economies at an accelerated pace, requiring new skills for individuals to thrive in economy and society and new educational models to support these changes. In response, world organizations seek solutions rooted in sustainable human development to ensure that future educational models are just and provide individuals with real opportunity to in their pursuit of a meaningful life. The United States is not an exception and has also put forth educational goals aimed at addressing 21st century skill needs most relevant for success in today’s technology driven, global society through STEM educational initiatives. However, efforts to attain these goals in the United States through traditional education have encountered substantial challenges and remains low, particularly among women, and historically underrepresented and disadvantaged communities. The purpose of this study was to understand why learners sought additional education following their traditional education, to switch careers and enter STEM fields, rather than enter STEM fields directly following their traditional educational journeys including elementary, high school and through university. 
This research aims to explore the application of the Capability Approaches to educational technology design, and how it may be used as a lens to detect vulnerabilities in our educational infrastructure that hinder individuals from actualizing their capabilities. It seeks to also explore a bootcamp educational model as a potential educational design approach to STEM education.
Many individuals aspire to have careers that are both fulfilling and long-lasting. However, they often face challenges in pursuing careers that truly resonate with their personal values and contribute to their overall happiness. This is a growing concern as the rapid pace of technology may require that individuals possess skills that enable them to reskill and upskill more frequently in one's lifetime. Failure to address barriers that hinder an individual’s ability to actualize one’s capabilities may have a widening effect on skills gaps that perpetuate economic disadvantage as we move to a reliance on technology in this effort. 
These studies utilized narrative case studies to examine the experiences of learners to illustrate their individuals' perspectives on the process of self-discovery throughout their traditional educational journeys, concluding in their participation in a UX boot camp. The study found that while most individuals had interests and desire to enter STEM fields, they were challenged by lack of opportunity to develop skill, knowledge, and confidence, necessary for them to self-actualize their academic and career pursuits in STEM fields. Additionally, from a capability perspective, the structure, pedagogy, support, and curriculum of the bootcamp was able to meet human development needs of learners in a condensed time frame, and impart 21st century skills of active learning, communication, collaboration, problem solving, analytics, creativity, and innovation. Thus, it holds potential for improved skill development and STEM learning, providing a valuable perspective that allows educators, researchers, educational technology designers, and policy makers to more effectively create educational strategies that align with the goals of 21st century education and sustainable human development.",https://dr.lib.iastate.edu/handle/20.500.12876/2vaZLoDr,"Educational technology,Engineering,Sustainability","Capability Approach,Education,Educational Philosophy,Educational Technology,Engineering,STEM",The Capability Approach: Addressing learners' ability to pursue STEM interests and careers.,dissertation
"Masha Sosonkina,Ying Cai,Mark Gordon","Peng, Fang",2018-08-23T07:21:11.000,"<p>GAMESS, a quantum chemistry program for electronic structure calculations, has been freely shared by high-performance application scientists for over twenty years. It provides a rich set of functionalities and can be run on a variety of parallel platforms through a distributed data interface. While a chemistry computation is sophisticated and hard to develop, the resource sharing among different chemistry packages will accelerate the development of new computations and encourage the cooperation of scientists from universities and laboratories. Common Component Architecture (CCA) offers an environment that allows scientific packages to dynamically interact with each other through components, which enable dynamic coupling of GAMESS with other chemistry packages, such as MPQC and NWChem. Conceptually, a computation can be constructed with ""plug-and-play"" components from scientific packages and require more than componentizing functions/subroutines of interest, especially for large-scale scientific packages with a long development history. In this research, we present our efforts to construct components for GAMESS that conform to the CCA specification. The goal is to enable the fine-grained interoperability between three quantum chemistry programs, GAMESS, MPQC and NWChem, via components. We focus on one of the three packages, GAMESS; delineate the structure of GAMESS computations, followed by our approaches to its component development. Then we use GAMESS as the driver to interoperate integral components from the other two packages, and show the solutions for interoperability problems along with preliminary results. To justify the versatility of the design, the Tuning and Analysis Utility (TAU) components have been coupled with GAMESS and its components, so that the performance of GAMESS and its components may be analyzed for a wide range of system parameters.</p>",https://dr.lib.iastate.edu/handle/20.500.12876/68227,Computer Sciences,Computer science,The component-based application for GAMESS,thesis
Wei Le,"Dominguez Perez, Danilo",2019-08-21T10:24:42.000,"<p>Mobile devices have become ubiquitous over the last years. Android, as the leading platform in the mobile ecosystem, have over 2.5 million apps published in Google Play Market. This enormous ecosystem creates a fierce competition between apps with similar functionality in which the low quality of apps has been shown to increase the churn rate considerably. Additionally, the complex event-driven, framework-based architecture that developers use to implement apps imposes several challenges and led to new varieties of code smells and bugs. There is a need for tools that assure the quality of apps such as program analysis and testing tools. One of the foundational challenges for developing these tools is the sequencing or ordering of callback methods invoked from external events (e.g. GUI events) and framework calls. Even for a small subset of callbacks, it has been shown that the current state-of-the-art tools fail to generate sequences of callbacks that match the runtime behavior of Android apps.</p>
<p>This thesis explores the construction and applications of new representations and program analyses for event-driven, framework-based mobile applications, specifically Android apps. In Android, we observe that the changes of control flow between entry points are mostly handled by the framework using callbacks. These callbacks can be executed synchronously and asynchronously when an external event happens (e.g. a click event) or a framework call is made. In framework-based systems, method calls to the framework can invoke sequences of callbacks. With the high overhead introduced by libraries such as the Android framework, most current tools for the analysis of Android apps have opted to skip the analysis of these libraries. Thus, these analyses missed the correct order of callbacks for each callback invoked in framework calls. This thesis presents a new specification called Predicate Callback Summary (PCS) to summarize how library or API methods invoke callbacks. PCSs enable inter-procedural analysis for Android apps without the overhead of analyzing the whole framework and help developers understand how their code (callback methods) is executed in the framework. We show that our static analysis techniques to summarize PCSs is accurate and scalable, considering the complexity of the millions of lines of code in the Android framework.</p>
<p>With PCSs summaries, we have information about the control flow of callbacks invoked in framework calls but lack information about how external events can execute callbacks. To integrate event-driven control flow behavior with control behavior generated from framework calls, we designed a novel program representation, namely Callback Control Flow Automata (CCFA). The design of CCFA is based on the Extended Finite State Machine (EFSM) model, which extends the Finite State Machine (FSM) by labeling transitions using information such as guards. In a CCFA, a state represents whether the execution path enters or exits a callback. The transition from one state to another represents the transfer of control flow between callbacks. We present an analysis to automatically construct CCFAs by combining two callback control flow representations developed from the previous research, namely, Window Transition Graphs (WTGs) and PCSs. To demonstrate the usefulness of our representation, we integrated CCFAs into two client analyses: a taint analysis using FLOWDROID, and a value-flow analysis that computes source and sink pairs of a program. Our evaluation shows that we can compute CCFAs efficiently and that CCFAs improved the callback coverages over WTGs. As a result of using CCFAs, we obtained 33 more true positive security leaks than FLOWDROID over a total of 55 apps we have run. With a low false positive rate, we found that 22.76\% of source-sink pairs we computed are located in different callbacks and that 31 out of 55 apps contain source-sink pairs spreading across components.</p>
<p>In the last part of this thesis, we use the CCFAs to develop a new family of coverage criteria based on callback sequences for more effective testing Android apps. We present 2 studies to help us identify what types of callbacks are important when detecting bugs. With the help of the empirical results, we defined 3 coverage criteria based on callback sequences. Our evaluation shows that our coverage criteria are a more effective metric than statement and GUI-based event coverage to guide test input generation.</p>",https://dr.lib.iastate.edu/handle/20.500.12876/31187,Computer Sciences,"android,mobile,program analysis,software engineering,static analysis,testing",The construction and applications of callback control flow graphs for event-driven and framework-based mobile apps,dissertation
Ying Cai,"Wang, Sen",2018-07-21T09:27:30.000,"<p>This thesis describes the design and implementation of a real-time criminal tracking system. A criminal under tracking is asked to wear a low energy Bluetooth device and carry a smartphone. The Bluetooth device is secure on his body (e.g., hand or foot) and communicates with the smartphone, which communicates with a central server through cellular networks. The smartphone monitors the status of the Bluetooth device and reports to the server in real time when the status changes (e.g., connection lost or device being taken off). Moreover, it monitors the criminal's movement and reports to the server whenever the criminal moves into an alert zone, a geographic region where the law enforcement wants the criminal's movement to be tracked. Compared to the existing tracking approaches, our system has the following desired features. 1) Scalable. Instead of having a criminal to report its location all the time, the system allows one to configure where and when the criminal needs to be tracked, thus minimizing both mobile communication cost and server processing cost. 2) Low-cost. The system uses only off-shelf components (e.g., Bluetooth device and smartphone) which communicate through regular wireless networks. 3) Secure. The communication between a Bluetooth device and the corresponding smartphone is authenticated through One Time Password.</p>",https://dr.lib.iastate.edu/handle/20.500.12876/27799,Computer Sciences,"Bluetooth,smartphone,wireless networks",The design and implementation of a smartphone and Bluetooth-based criminal tracking system,thesis
N/A,"O'Neil, Thomas",2018-08-23T07:03:32.000,"<p>A multidimensional forest is a data structure which is a generalization of the conventionally-defined forest. One- and two-dimensional forests correspond to strings and conventional forests respectively. Regular forest grammars can be written to produce sets of n-dimensional forests, and a frontier operation can be applied to sets of n-dimensional forests to yield sets of strings. Thus, n-dimensional regular forest grammars define a class of string languages for each value of n;One-dimensional forest grammars yield exactly the regular languages. Two dimensional forest grammars yield all the context-free languages and perhaps some non-context-free languages which can be produced without copying substrings. Three-dimensional forests grammars yield all the IO macro languages and at least some of the OI macro languages. The frontier operation on three-dimensional forests has the same copying power as the derivation operation in macro grammars, but it has more deleting power. The enhanced deleting power of a three-dimensional forest grammar allows both IO and OI macro derivations to be simulated in a single formal system.</p>",https://dr.lib.iastate.edu/handle/20.500.12876/65423,Computer Sciences,Computer science,The multidimensional forest languages,dissertation
N/A,"Hare, Justin",2020-11-09T01:10:42.000,"<p>The potential of animated characters in virtual environments is great. They can be used to populate an environment and give it a life-like feel, or to represent real users in networked collaborative environments, becoming a vehicle of human-to-human communication. Many researchers have worked with using animated characters in virtual environments for a variety of purposes. The approaches, for the most part, have been ad hoc solutions that were not designed for general-purpose use. Many issues involved in creating a reusable implementation that can be used in the wide variety of VR systems have not been addressed. This thesis discusses requirements for a character toolkit that can be used for many different purposes in VR applications, the design and implementation of it, problems encountered, and the experiences and knowledge gained from developing real applications with it.</p>",https://dr.lib.iastate.edu/handle/20.500.12876/97942,,Computer science,The vjAvatar library: a toolkit for development of avatars in virtual reality applications,thesis
G. M. Prabhu,"Wikstrom, Milton",2018-08-15T06:16:04.000,"<p>A crucial concern in software development is reducing program execution time. Parallel processing is often used to meet this goal. However, parallel processing efforts can lead to many pitfalls and problems. One such problem is to distribute the workload among processors in such a way that minimum execution time is obtained. The common approach is to use a load balancer to distribute equal or nearly equal quantities of workload on each processor. Unfortunately, this approach relies on a naive definition of load imbalance and often fails to achieve the desired goal. A more sophisticated definition should account for the affects of additional factors including communication delay costs, network contention, and architectural issues. Consideration of additional factors led us to the realization that optimal load distribution does not always result from equal load distribution. In this dissertation, we tackle the difficult problem of defining load imbalance. This is accomplished through the development of a parallel program model called the Generalized Work/Exchange Model. Associated with the model are equations for a restricted set of deterministically balanced programs that characterize idle time, elapsed time, and potential speedup. With the aid of the model, several common myths about load imbalance are exposed. A useful application called a load balancer enhancer is also presented which is applicable to the more general, quasi-static load unbalanced program.</p>",https://dr.lib.iastate.edu/handle/20.500.12876/82923,Computer Sciences,Computer science,The work/exchange model: a generalized approach to dynamic load balancing,dissertation
N/A,"Nandakumar, Satyadev",2020-07-17T07:21:04.000,"<p>This thesis describes the tool support for the query component of the eXtensible Pattern Specification Language (XPSL). The XPSL framework is a part of the Knowledge-Centric Software (KCS) platform of tools for software analysis and transformation. XPSL provides a language for the specification of patterns. Currently, there is no tool support to perform software analysis and transformation patterns specified through XPSL. The objective of this research is to provide tool support for analysis. An analysis task is viewed by the tool as a query that can be executed to produce the appropriate results. The goal is to produce a tool which is extensible and easily maintainable. This thesis outlines the framework design of the query component of XPSL, wherein it is presented as a library of basic queries on patterns in code, together with a composition mechanism for writing queries of greater sophistication. The tool is implemented as a translator which takes an XPSL specification as input, and converts it into an equivalent query in a target language of choice. We consider XQuery and XSLT as possible target languages. We discuss the comparative merits and demerits of XSLT and XQuery as the target languages, and explain why our choice of XQuery as the target language is desirable. The pattern search is then done by an XQuery engine. The translation mechanism precisely defines of the semantics of execution of the query, and chooses the various data formats and the technologies for its stages. These are discussed in the thesis. We also do an empirical study of the efficacy and efficiency of the approach taken. Some queries which were executed demonstrate the fact that queries composed in XPSL and executed using the tool can go beyond what is possible in the current Aspect-Oriented Languages. We discuss the applicability of the tool to various software engineering paradigms. We also explore future extensions to the querying mechanism, and discuss the issues that may arise in adding a transformation component to the current framework.</p>",https://dr.lib.iastate.edu/handle/20.500.12876/96884,,Computer science,The XPSL Query component: a framework for pattern searches in code,thesis
